Protein_FDR_Confidence_Combined	Master	Accession	Description	Coverage[%]	No.Peptides	No.PSMs	No.Unique_Peptides	MW[kDa]	Gene_Symbol	Abundance_1_0	Abundance_1_1	Abundance_1_2	Abundance_1_3	Abundance_1_4	Abundance_1_5	Abundance_1_6	Abundance_1_7	Abundance_1_8	Abundance_1_9	Abundance_1_10	Abundance_1_11	Abundance_1_12	Abundance_1_13	Abundance_1_14	Abundance_1_15	Abundance_2_0	Abundance_2_1	Abundance_2_2	Abundance_2_3	Abundance_2_4	Abundance_2_5	Abundance_2_6	Abundance_2_7	Abundance_2_8	Abundance_2_9	Abundance_2_10	Abundance_2_11	Abundance_2_12	Abundance_2_13	Abundance_2_14	Abundance_2_15	Abundance_3_0	Abundance_3_1	Abundance_3_2	Abundance_3_3	Abundance_3_4	Abundance_3_5	Abundance_3_6	Abundance_3_7	Abundance_3_8	Abundance_3_9	Abundance_3_10	Abundance_3_11	Abundance_3_12	Abundance_3_13	Abundance_3_14	Abundance_3_15	Abundance_4_0	Abundance_4_1	Abundance_4_2	Abundance_4_3	Abundance_4_4	Abundance_4_5	Abundance_4_6	Abundance_4_7	Abundance_4_8	Abundance_4_9	Abundance_4_10	Abundance_4_11	Abundance_4_12	Abundance_4_13	Abundance_4_14	Abundance_4_15	Abundance_5_0	Abundance_5_1	Abundance_5_2	Abundance_5_3	Abundance_5_4	Abundance_5_5	Abundance_5_6	Abundance_5_7	Abundance_5_8	Abundance_5_9	Abundance_5_10	Abundance_5_11	Abundance_5_12	Abundance_5_13	Abundance_5_14	Abundance_5_15
High	Master Protein	Q08188	Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4	11	5	6	5	76.6	TGM3																																																																	150.1	93	148.4	183.3	565.2	106.8	183.4	60.2	67.4	63.5	241	591.9	78.5	253	179.2	154.1
High	Master Protein	P27169	Serum paraoxonase/arylesterase 1 OS=Homo sapiens OX=9606 GN=PON1 PE=1 SV=3	19	5	6	5	39.7	PON1																																																	616.9	1183.4	539.2	885.3	427.4	451	1366.5	827.9	297.7	113.3	68.7	74.2	473.2	257.1	317.1	573.2	19.6	26.4	30.6	30.2	6	8.9	8.5	12.7	10.2	19.2	14.7	6.1	9.6	8.2	30.2	18.6
High	Master Protein	Q9HCB6	Spondin-1 OS=Homo sapiens OX=9606 GN=SPON1 PE=1 SV=2	7	4	6	4	90.9	SPON1																																	24.9	36.7	44.3	33.4	5.9	24.5	19.5	2	4.6	61.1	14.6	29	21.3	10	9.2	5.8	70.5	60.5	59.2	223	28.2	57.7	148.4	102.9	96.2	14.9	30.4	36.2	130.8	27.6	88.1	115.2	21.8	8.3	14.2	18.6	6.2	27.6	23.6	6.1	8.3	9.6	23	15.5	7.3	13.7	13.6	8.3
High	Master Protein	P19367	Hexokinase-1 OS=Homo sapiens OX=9606 GN=HK1 PE=1 SV=3	6	5	6	5	102.4	HK1																																	48.3	251.1	215.8	76	63.9	23.7	51	14.7	24.2	176.4	62.4	31	81.7	42.1	14.8	91.6	91	129.3	118.8	150.2	142.3	210.6	333.8	117.8	100	40.4	36.4	27.9	167.2	50.3	85.7	104.9																
High	Master Protein	P52565	Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3	32	3	6	3	23.2	ARHGDIA																																	27.6	29.3	39.9	27.5	13	48.4	13.9	10	21.4	46.4	12.9	16.3	49.5	25.9	32.2	26.7	99.9	118.1	55.9	162.1	138.2	65	157	145.2	55.3	21.4	18	9.7	71.3	26.2	44.6	75.8	15.7	2.1	5.8	4.9	3.2		3.5	8.1	4.7	10.1	4.2	5.7	7.1	3.4	5.9	6.6
High	Master Protein	Q9NTK5	Obg-like ATPase 1 OS=Homo sapiens OX=9606 GN=OLA1 PE=1 SV=2	8	3	6	3	44.7	OLA1																	13.9	3	19.4		15.3	25.4	28.4	11.4	44.5	11.7	15.9	12.8	52.1	9.5	16	12.8	56.8	99.7	210	81.9	44.2	40	131.2	13.1	20.8	152.4	41.7	35	129.9	13	46.6	39.6	54.3	126.6	62.1	102.3	88.5	75	308.4	88.6	55.3	16.8	14.3	12.9	111.3	21.3	39	57	58.8	26.7	49.7	43.3	47.6	44.3	113.2	83.6	33.3	189.7	23.2	60	57.8	21.7	29.5	76.7
High	Master Protein	P80748	Immunoglobulin lambda variable 3-21 OS=Homo sapiens OX=9606 GN=IGLV3-21 PE=1 SV=2	23	2	6	2	12.4	IGLV3-21																																	10.9	9.7	6.1	8.6	3.7	10.8			12.6	7.3	4.3	5.2	6.2	7.4	9	5.9	2.4	5.8		8.9	12	5	2.1		4.8	2.3	2.5	2.7	4.6	5.4	3.5	2.8	10.9	9	5	9.7	17.9	10.8	8.6	9.3	4.5	18.3	17.2	8.9	13.6	3.8	23.1	27.3
High	Master Protein	O15145	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3	17	3	6	3	20.5	ARPC3																																	35.4	86	93.6	42.6	24.8	25.6	20.9	27.7	38.2	79.9	33.1	15.8	48.6	18.7	18.2	44.4	82.8	103.1	44.9	94.3	47.3	76.6	134.3	90.8	47.3	20.8	8.9	13.2	42.5	18.4	23.6	28.4	46.1	5.9	26.5	37	38.5	24	32.8	60.2	15.2	185.8	25.7	30.6	32	15.6	20.2	42.4
High	Master Protein	P49327	Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3	2	4	6	4	273.3	FASN																	13.5	6.9	43.5		46.8	29.4	43.3	13.7	56.3	15.8	19.2	21.2	119.9	8	14.2	14.2	115.7	327.4	316.4	205.4	184.8	118.1	162.6	37	48.7	138.4	144.3	80	145.6	38.8	73.5	86.3	22.2	20.4	41.2	24.3	43.7	32.2	151.6	16.1	28.1	25.2	13.4	8.6	80.2	12.9	21.8	37.9																
High	Master Protein	P55083	Microfibril-associated glycoprotein 4 OS=Homo sapiens OX=9606 GN=MFAP4 PE=1 SV=2	10	2	6	2	28.6	MFAP4																																	58.5	66.7	160.4	72.5	13.6	5.6	48.4	4.2	8.5	25.7	36.6	13.8	7.4	5.8			261.3	383	297.2	134.7	91.7	141.6	1130.4	96.4	156.3	36.7	227.1	89.9	77.9	48.1	150.8	231.7	101.2	5.3	47.1	35.7	15.3	61.4	116	12.9	11.2	60.7	57.3	288.9	8.5	16.2	25.7	60.5
High	Master Protein	Q14764	Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4	9	4	6	4	99.3	MVP	13.3	39.5	38.4	23.5	31.4	39.2	30.4	8.3	36.5	35.2	6	22.7		21.5	6.2	59.1	27.6	7.8	20.2		43.5	77.6	38.4	67.3	115.2	76	37	29.6	234.7	12.5	25.7	10.2																	85.8	66.4	98.3	66	183.5	90.6	435.5	66.9	126.1	46.7	50.2	59.8	177.2	79.7	69.5	87.5																
High	Master Protein	P22061	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4	26	5	6	5	24.6	PCMT1																	17.7	5.6	10.7		14.4	19.1	15.3	14.3	31	12.5	11.2	15.3	34.3	12.2	19.5	5.4																	7.9	13.6	8.4	15.5	12.2	7	18.9	9.5	9.7	2.7	3.7		8.9	3.1	8.4	6.6	268.4	95.3	243.4	193.5	238.5	145.8	185.6	315.6	149.3	558.4	177.4	398.6	191	73.1	125.7	234
High	Master Protein	Q16698	"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1"	17	4	6	4	36	DECR1																																	18.9	57.1	50.3	23.2	17.1	17.5	9.3	7.2	11	49.8	12.8	12.2	13.3	16.1	5.5	20.3	46.1	54.8	48	76.8	74.2	39.2	141	76.4	51.7	19.5	20.5	8.8	83.7	18.2	27.6	56	116.1	26.4	88.4	169.3	81.9	86.2	76.4	75.9	55.7	239.1	91	87.7	97.9	68.6	100.5	160.1
High	Master Protein	P08575	Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC PE=1 SV=3	2	3	6	3	147.4	PTPRC																																	50	304.5	193.6	52.7	32.3	30.1	37.7	37.4	204.5	45.6	40.7	16.9	198.4	19.4	14.3	69.1	116.9	295.6	104	66.3	228.7	257.9	536.7	91.9	110.2	52.1	32.1	39.5	88.9	77.4	56.2	52.1																
High	Master Protein	P62314	Small nuclear ribonucleoprotein Sm D1 OS=Homo sapiens OX=9606 GN=SNRPD1 PE=1 SV=1	28	2	6	2	13.3	SNRPD1	34.3	48.7	15.1	27.6	61.7	7.7	40.4	3.3	44.7	37.5	5.2	30.5	4	57.4	10.9	33.5	39	9.2	21.6	3	25.5	107.3	22.9	24.5	75	17.7	20.4	40.2	50.2	17.6	15.7	10.7	46.6	109.5	138.5	51.5	28.9	38.9	11.1	16.4	14.5	319.1	22.8	33.3	60.3	11.9	5.8	37.7	142.3	156.3	96.6	375.6	122.9	112.7	260.3	394.5	130.2	37.9	31.8	12.6	186.1	37.9	106.4	198.3	30.2	20.4	44	28.2	22.9	31.5	43.9	55.3	16.5	68.1	22.5	48.7	26.3	21.3	25.2	35
High	Master Protein	P35580	Myosin-10 OS=Homo sapiens OX=9606 GN=MYH10 PE=1 SV=3	1	2	6	1	228.9	MYH10																																	32.4	60.5	69	34.5	22	52.5	20.6	8.3	33.3	85.2	21.5	16.5	55.8	17.7	15.7	24.4																																
High	Master Protein	P21291	Cysteine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=CSRP1 PE=1 SV=3	28	3	6	3	20.6	CSRP1																	11.7	4.6	3.2		11.8	11.9	7.3	9.4	50.3	14.8	9.7	9.7	61.2	6.7	9.2	4.2	40.2	95.6	145.4	29.8	25	52.8	24.3	6	3.5	107.9	14.9	30.7	22.2	3.9		14.7	57.3	73.4	64.5	71.5	58.6	33.9	189.1	51.8	23.2	15.6	22	8.6	38.6	17.7	85	122.6	93.9	18.6	53.2	144.6	36.8	43.6	40.9	17.2	23.8	78.9	55.8	292.2	28.5	22.9	32	28.9
High	Master Protein	Q9Y240	C-type lectin domain family 11 member A OS=Homo sapiens OX=9606 GN=CLEC11A PE=1 SV=1	9	3	6	3	35.7	CLEC11A																																	2.1	5.9	4.5		4.3	6.8	5.5		4.9	7.1	5.3		7.5		4.6	4	63.3	79	68.1	185.6	36	69.9	53	152.3	64.9	106.3	75.1	18.1	359.2	19.8	47	23																
High	Master Protein	P18428	Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3	9	4	6	4	53.4	LBP	29.3	49.7	40.9	17.2	115.1	10.7	71.5	6	121.2	22	11.7	167.5	7.4	68.3	18.6	36.5	49	19.8	45.8		52.2	57	39	50.5	50.7	148.3	44.9	217.6	161.2	49.8	71.9	44.4	116.3	235.9	40.6	64.1	13.5	43.6	23.3	8	15.4	189.7	53.2	31.3	431.7	128.7	42.4	40.8	116.8	362.1	140.2	216.3	71.8	101.8	270.6	199.6	146.1	29.4	21.4	64.9	163.4	41.4	76.5	107.8	26	9.2	11	14.5	7.1	24.6	16.1	59.4	12.3	102.4	60	10.4	20.4	20.3	105	39.1
High	Master Protein	Q9UBQ7	Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens OX=9606 GN=GRHPR PE=1 SV=1	23	4	6	4	35.6	GRHPR																																	112.5	307.7	411.2	159.3	110.3	105.7	291.3	55.6	77.6	321.3	104.5	65.9	171.9	35.2	86.5	130.7	180.3	288.9	214.4	276.9	262.1	192.6	531.8	245.8	173.8	70.3	71.7	56.8	244.5	93.6	159.2	205.2	195.7	91.7	174.1	296.5	219.4	160.1	224.6	185	111.4	480.4	221	228.4	145.8	104.2	240	239.1
High	Master Protein	Q8IUX7	Adipocyte enhancer-binding protein 1 OS=Homo sapiens OX=9606 GN=AEBP1 PE=1 SV=1	4	4	6	4	130.8	AEBP1	51.5	85.5	81.9	76.8	48.8	20.6	47	8.1	54.8	39	5.6	26.2	4.4	76.8	13	96.8	26.8	6.3	6.9		19.1	35.7	17	30.4	111.2	37.2	19.4	25.5	51.5	11	34.7	10.2	11.9	18.4	33.5	21.9	8.2	32.6	6.8	3.8	5.7	20.8	10.5	11.5	22.8	4.8	5	4.8																																
High	Master Protein	P14550	Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3	16	4	6	4	36.6	AKR1A1																																																	84.8	111.7	78.4	153.5	364.6	76.5	313.3	134.6	83.4	36.1	24.5	20	112.4	31.8	56.7	70																
High	Master Protein	Q99623	Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2	17	4	6	4	33.3	PHB2	100	117.3	106.4	107.2	208.8	156.6	134.3	23.3	126.8	189.3	31.6	128.3	25.1	101.4	82.9	243.5	126.5	33.8	109.5	9.3	178.3	426.8	203.3	131	356.1	108.5	158.2	148.1	537.8	84	88.4	81.3																	19.7	35.8	29.5	44	43.5	13.5	129.6	59.5	28.6	9.4	7.7	8.6	32.1	6.5	14.2	16																
High	Master Protein	Q14204	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5	2	6	6	6	532.1	DYNC1H1																																																	44.5	78	90.2	56.6	110.4	70.5	340.9	38.5	60.2	42.4	22.6	21.2	88.1	33.8	43.8	42.4																
High	Master Protein	P20908	Collagen alpha-1(V) chain OS=Homo sapiens OX=9606 GN=COL5A1 PE=1 SV=3	2	3	6	2	183.4	COL5A1	45.7	111.4	49.6	57.4	53.4	17.7	104.6	9.7	26.4	38.3	8.4	38	6.7	89.7	13.4	66.6																																																																
High	Master Protein	P51159	Ras-related protein Rab-27A OS=Homo sapiens OX=9606 GN=RAB27A PE=1 SV=3	15	3	6	3	24.9	RAB27A																																	91.3	144.7	84.9	27.3	10.7	14.7	12.7	29.4	133	56.7	19.2	13	247.7	17.6	11.4	21.7	43.5	140.1	22.5	33.2	16.2	109.8	126.4	23.9	15.3	5.5	4.6		35.1	6.1	17.7	17.1	81.5	3.3	9.7	20.2	15	40.4	112.7	127.2	16	378.3	20.5	21.8	79.7	12.5	14.9	93.7
High	Master Protein	P40121	Macrophage-capping protein OS=Homo sapiens OX=9606 GN=CAPG PE=1 SV=2	21	5	6	5	38.5	CAPG																																	66.7	134.5	157.6	38.9	24.9	21.8	21.9	6.6	22.4	112.9	25.1	22.7	77.1	12.7	7.1	50.8	81	147.7	52.6	106.7	195.9	65.5	354.6	92.3	75.6	24.8	23.7	27.1	63.1	29.2	41.6	47.5																
High	Master Protein	O60664	Perilipin-3 OS=Homo sapiens OX=9606 GN=PLIN3 PE=1 SV=3	10	3	6	3	47	PLIN3																																	106.7	183.4	377.3	78.9	79.9	71.5	48.7	24.4	33	227.8	53.9	40.2	98.9	18.2	17.3	90	138.8	262.9	80.7	172.8	105.1	88.5	468	136.3	88.8	68.7	17.9	38.3	118.8	41.8	74.8	92.2																
High	Master Protein	P49721	Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1	10	2	6	2	22.8	PSMB2																	6.2	3.3	12		5.7	15.4	6.9	7.1	20.2	6.4	5.7	7.7	12.3	9	10.5	5.4	34.5	55.9	90.1	31.1	17.8	22.8	33.2	16.4	41.3	139	20.4	10.6	21.2	7.6	12.2	20.4	46.4	112.9	36.1	66.5	29.2	47.1	196.2	52.4	35.7	10.4	8.3	6.4	39.8	9	26.5	21.2																
High	Master Protein	A0A0C4DH38	Immunoglobulin heavy variable 5-51 OS=Homo sapiens OX=9606 GN=IGHV5-51 PE=3 SV=1	34	3	6	3	12.7	IGHV5-51																																																	105.7	330.3	134.9	345.9	556.5	83.8	254.7	160.6	265.1	39.6	28.7	27.7	177.2	47.3	83.6	137.5	30.1	27.1	31.4	30.6	8.6	19.3	18.2	27	17.5	79	44.8	25.5	16.2	13.3	81.9	88.3
High	Master Protein	P13987	CD59 glycoprotein OS=Homo sapiens OX=9606 GN=CD59 PE=1 SV=1	25	3	6	3	14.2	CD59	89.3	96	42.9	38.1	177	51.9	140.1	11.1	193.9	56.1	12.3	65	8.9	104	21	60.8																	70.5	118.3	117.9	94.1	24.4	47.8	62.9	17.2	30.9	235.5	28.5	26.2	73.4	11.2	12.1	30.3	66.8	126.5	99.7	137.2	48.5	54.6	166.2	110.3	53.1	22.5	25.4	24	55.8	20	51.8	90.1	185.3	28	80.4	164.1	57.8	119.7	306.3	158.7	71.4	495.9	138.2	172.2	73.7	74	93.4	111.5
High	Master Protein	P35754	Glutaredoxin-1 OS=Homo sapiens OX=9606 GN=GLRX PE=1 SV=2	24	3	6	3	11.8	GLRX																																																	432.9	1314.4	396.2	368.4	709.3	405.4	808.5	357.9	177.7	86.7	37.6	33.3	164	50.8	153.5	171.3	191.6	21.9	109.1	68.7	151.6	56.7	132.1	175.1	30.1	553.2	47.9	172.3	62.3	38.6	70.5	125.9
High	Master Protein	P53999	Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens OX=9606 GN=SUB1 PE=1 SV=3	20	3	6	3	14.4	SUB1	7.1	13.1	5.4	5.6	12.1	3.4	8	2.4	9.7	11.2	2.2	12.4		10.3	3.1	5.5																	51	71.1	123.7	46.3	23	40.8	24.2	22	32.4	147.5	32.6	21.9	47.1	19.8	11.2	35.4	195.6	256.4	90.1	237.6	255.4	98.5	533	182.1	171.9	46.3	33	19.7	128.7	15.6	66.7	110.8	156.7	19.8	86.1	132.3	77.3	46.5	111.6	58.4	39.9	155.3	66.6	55.5	37.9	42.5	81	103.5
High	Master Protein	O00151	PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	16	4	6	4	36	PDLIM1																																	132.7	329.8	409.5	123.2	58.2	72.3	129.8	22.7	24.7	301.7	89.4	40.4	89.3	31.6	21.9	83.1																	196.4	26.4	149.6	216.7	217.4	99.8	117.5	61.3	43.4	171.7	121.6	256.4	102.4	44.8	71	65.3
High	Master Protein	P16070	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	4	3	6	3	81.5	CD44	40.4	37.8	28.4	44.4	54.5	9.1	55.6	5.5	59.2	33.1	6	43.6	2.6	64.1	5.1	55.2																	3.3	8.5	6.9	3.4		2.9	2.2			12.2	2.7	2.4	4.9				380.6	350.4	336.8	377.8	175.1	167	722.8	286.5	195.7	44.5	67.4	43.1	222.6	73.7	211.5	423.6	574	92.8	248.4	216.6	152.9	317	863.6	281	102.5	642.4	216	220.7	137	133.3	141.1	125.7
High	Master Protein	P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=4	8	3	6	3	63.1	HEXB	37	60	39.2	29.7	92.5	17.8	32.6	24.6	34.9	38	10.7	32.2	14.6	32.4	19.6	60.1																	104.1	394.7	349.9	86.3	64.5	36.8	58.1	60	263.5	258.8	80.1	34.6	102.7	35.2	29.1	145.2																																
High	Master Protein	P01266	Thyroglobulin OS=Homo sapiens OX=9606 GN=TG PE=1 SV=5	1	3	6	3	304.6	TG	12.8		273.4	5.1	10.5		2.9	3.8	4.2		16.1	17.9		2.4		3.1																																																	117.8	14.3	26.5	21.7	33.2	18.8	470.5	27.8	77.5	48.7	1120.8	37.9	55.2	72.4	47.9	59.7
High	Master Protein	P60903	Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2	28	3	6	3	11.2	S100A10	17	33.1	21.9	12.6	21.1	14.3	31.1	3.4	39	9.5	5.8	10.4		23.1	5.3	13.8																																	128	201.6	200.8	277.8	188.6	66	208.1	129.4	85.7	62.9	38.3	48.3	86.8	84.1	58.8	136.7	145.4	18.3	206.2	166.3	115.9	126.9	97.4	92.2	43.7	192.5	130.8	105	60	112	82.7	72.3
High	Master Protein	P02814	Submaxillary gland androgen-regulated protein 3B OS=Homo sapiens OX=9606 GN=SMR3B PE=1 SV=2	66	2	6	2	8.2	SMR3B																																	2.7	2.9					6.7		2.9	2.5		8.4	2.3	29.7	5.6	648.8																	16.8	11	13.4	16.2	9.4	10.2	11	15.3	6.3	11.1	12.4	17.3	10.2	22.3	22.2	14.4
High	Master Protein	O60493	Sorting nexin-3 OS=Homo sapiens OX=9606 GN=SNX3 PE=1 SV=3	17	4	6	2	18.8	SNX3																																	144.1	199	242.2	99.3	50.3	89	33.7	21	34.1	522.3	42.5	41.8	113.7	15.6	10.2	69.3																																
High	Master Protein	Q13867	Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1	9	4	6	4	52.5	BLMH	14.8	83.1	55.4	82.3	41	92.1	26.7	130.1	35.9	91.1	92.6	95.3	114.8	54	185.8	60.8	26.1	87.9	224.7	8.7	88.5	74.7	117.5	44.9	127.4	35.9	122.7	98.9	105.9	127.7	73.8	148.8	26.1	49.8	60.7	24.9	44.3	19.8	64.4	109.9	28.1	34	67.2	22.4	23.9	49.7	38.8	69.3																	107.3	100.3	69.1	121.6	189.2	60.7	76.4	62.2	91.3	97.9	134.4	126.1	77.3	128.8	103.9	106.5
High	Master Protein	P84103	Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1	18	3	6	2	19.3	SRSF3																																	13.8	18.9	52	19	10	15.7	8.4	3	2.8	83.8	10.5	9.5	20	4.7	3.1	10.3	31.3	57.3	16.7	52.1	23	27.3	93.8	24.6	21.1	10.5	10.2	5.4	44.5	7.9	18.5	21.1	50.8	5.1	21.6	48.4	29.2	19.8	19	21.2	11.6	36.3	21.2	13.5	33.4	17.8	26.5	18.5
High	Master Protein	P06737	"Glycogen phosphorylase, liver form OS=Homo sapiens OX=9606 GN=PYGL PE=1 SV=4"	6	5	6	5	97.1	PYGL	114.3	40.5	65.5	37.3	140.9	21.7	77.4	19.6	373.6	63.9	29.5	36.4	12.4	27.7	54.3	103.4																																	52.1	133.8	47	49.6	47	235.8	296.1	43.4	45.6	20	10.6	8.4	56.6	15.2	41.6	35.3																
High	Master Protein	P15144	Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4	7	5	6	5	109.5	ANPEP																																																	36.5	59.7	38	44.7	28.6	33.1	108.2	34.7	26.1	11.7	11.4	12.6	47.7	14.5	20.4	29	52.3	15.5	40.1	178.8	27.8	53.4	35.2	71.8	24.9	119	27	21.4	26.7	21.8	33.5	73.5
High	Master Protein	Q13418	Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2	6	3	6	3	51.4	ILK																																	30.5	171	177.9	59	39.4	19.3	70.2	7.9	21	65.6	53.6	14.3	48.2	18.6	16.8	53.9	70.4	115.6	111.5	78.6	105.9	121.2	355.3	72.3	75.4	60.1	48.9	34.8	157.8	56.3	77.3	113.9	37.8	14.8	37.9	78.7	47.1	23	30.8	30.8	25.5	62	41.3	66.4	30.6	25.4	31.1	49.2
High	Master Protein	P40925	"Malate dehydrogenase, cytoplasmic OS=Homo sapiens OX=9606 GN=MDH1 PE=1 SV=4"	13	4	6	4	36.4	MDH1	22.8	30	30.7	18	44.3	6.9	27.2	11.8	41.1	18.1	4.5	19.8	3.8	16.9	14	21.1	58.3	14	38.2		38	69	54.4	45.9	114.7	37.7	50.7	72.9	311.5	28.6	68.5	23.9																	22.5	38.5	26.1	44.7	58.2	17.9	90.1	36.2	28.1	23.3	10.4	15.6	23.5	12.8	15.1	19.2	50.1	22	35	35	30.6	50	38.4	52.9	32.3	132.1	23.5	39.7	41.6	11.3	26.8	44.5
High	Master Protein	Q7Z7G0	Target of Nesh-SH3 OS=Homo sapiens OX=9606 GN=ABI3BP PE=1 SV=2	3	3	6	3	117.8	ABI3BP																																	108	132.4	131.5	110.2	28.5	25.4	61.1	12.5	23.2	28.5	298	46.1	25.1	66.6	11.1	18																	145	26	168.7	117.9	37.8	99.1	128.5	86.3	39.3	100.2	188.4	153.8	66.9	214.4	1118.9	84.1
High	Master Protein	P48643	T-complex protein 1 subunit epsilon OS=Homo sapiens OX=9606 GN=CCT5 PE=1 SV=1	13	5	6	5	59.6	CCT5																																	20.8	49.7	58	23	10.7	12.7	33.9	4.4	10.8	40.8	12.6	9.1	25.1	9.9	12.2	16.1	134.2	204.5	115.4	202	159.7	120.7	475.8	168.4	121.4	40.4	45.1	33.4	243.3	48.9	86.8	106.9	45.9	12.5	27.5	42.2	39	39.1	53.5	46.9	21.8	107.6	31.1	49.6	33.4	21.8	34.7	37.3
High	Master Protein	P41250	Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3	4	3	6	3	83.1	GARS1																																																	79.1	150.3	74.5	266.2	207.4	121.3	622.4	206.8	109.6	26.5	21.6	15.2	368.1	43.3	71.4	108.7																
High	Master Protein	P33121	Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1	5	3	6	3	77.9	ACSL1																																	57.8	397.4	184.5	133	150.7	43.4	38.5	14.9	64.8	72.7	33	16.9	141.5	27.4	19.8	69.4	32.6	100.3	96.7	22.1	33.4	35	208.6	23.7	58.5	71.3	14.4	7.2	22.9	12.4	20.5	25.6	38.5	3.4	9.9	68.5	12.2	25.2	38.2	58.4	27.4	168.5	6.8	13.9	25.2	11.8	31.2	101.4
High	Master Protein	Q16666	Gamma-interferon-inducible protein 16 OS=Homo sapiens OX=9606 GN=IFI16 PE=1 SV=3	4	3	6	3	88.2	IFI16																																	94.7	261	294.2	81.7	47.8	36	40.9	16.7	30.2	245.8	72.5	28.3	162.8	25.3	15	71	45.9	85.4	44.9	55.8	60.3	45.3	231.9	52	35.7	17	12.8	14.3	85.9	24	41	57.1																
High	Master Protein	P31997	Carcinoembryonic antigen-related cell adhesion molecule 8 OS=Homo sapiens OX=9606 GN=CEACAM8 PE=1 SV=2	11	3	6	3	38.1	CEACAM8																																	43.8	39.9	32.1	10.2	5.7	10.3	11.7	23.2	135.9	27.3	14	7.5	100.6		5.5	6.4	149.2	356.6	43.7	50.4	24.1	105.6	265.9	25.1	36	5.3	4.8	5.4	36.8	8.8	55.3	20.3	299.7	18	29.9	30.8	38.8	115.8	527.6	561.8	38.7	1527.4	31.1	72.6	63.4	38.1	29.6	535.2
High	Master Protein	P25789	Proteasome subunit alpha type-4 OS=Homo sapiens OX=9606 GN=PSMA4 PE=1 SV=1	15	3	6	3	29.5	PSMA4																																	81.2	132.6	229.5	82.3	47	46.2	96.5	27.6	69.4	166.1	60.5	44.6	82	29.1	57.7	68.7	34	47.9	27.7	49.8	38.6	42.6	77.5	51.2	29.2	24	16.6	16.4	52.4	27.7	32.8	38.9																
High	Master Protein	Q99729	Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens OX=9606 GN=HNRNPAB PE=1 SV=2	5	2	5	1	36.2	HNRNPAB																																																	68.9	152.3	36.8	100.7	44.1	59.7	353.6	75.7	40.5	12.6	12.3	7.5	128	15.2	39.1	46.6																
High	Master Protein	P53597	"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG1 PE=1 SV=4"	16	4	5	4	36.2	SUCLG1	78.7	24.9	28.7	22.4	47.1	20	29.5	8.7	64	37	6.5	32.1	7.3	18.4	18.9	34.3																	104.7	375.8	282.3	124.7	53.7	69.3	59.7	28.6	61.8	290.4	71.8	39.9	110.8	25.6	20.7	71.4																																
